source_file,raw_value,raw_lots,raw_source,raw_country_code,normalized_value,match_status,match_confidence,target_origin_id,target_country_code,target_region,target_appellation,target_record_level,match_reason
regions.csv,Kremstal,0,,AT,kremstal,normalized_exact,1,AT-ORI-KREMSTAL,AT,Niederösterreich,Kremstal,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Leithaberg,0,,AT,leithaberg,normalized_exact,1,AT-ORI-LEITHABERG,AT,Burgenland,Leithaberg,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Mittelburgenland,0,,AT,mittelburgenland,normalized_exact,1,AT-ORI-MITTELBURGENLAND,AT,Burgenland,Mittelburgenland,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Neusiedlersee,0,,AT,neusiedlersee,normalized_exact,1,AT-ORI-NEUSIEDLERSEE,AT,Burgenland,Neusiedlersee,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Rosalia,0,,AT,rosalia,normalized_exact,1,AT-ORI-ROSALIA,AT,Burgenland,Rosalia,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Ruster Ausbruch,0,,AT,ruster ausbruch,normalized_exact,1,AT-ORI-RUSTER-AUSBRUCH,AT,Burgenland,Ruster Ausbruch,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Steiermark,0,,AT,steiermark,normalized_exact,1,AT-ORI-STEIERMARK,AT,Steiermark,Steiermark,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Südsteiermark,0,,AT,sudsteiermark,normalized_exact,1,AT-ORI-SUDSTEIERMARK,AT,Steiermark,Südsteiermark,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Thermenregion,0,,AT,thermenregion,normalized_exact,1,AT-ORI-THERMENREGION,AT,Niederösterreich,Thermenregion,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Traisental,0,,AT,traisental,normalized_exact,1,AT-ORI-TRAISENTAL,AT,Niederösterreich,Traisental,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Vulkanland Steiermark,0,,AT,vulkanland steiermark,normalized_exact,1,AT-ORI-VULKANLAND-STEIERMARK,AT,Steiermark,Vulkanland Steiermark,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Wachau,0,,AT,wachau,normalized_exact,1,AT-ORI-WACHAU,AT,Niederösterreich,Wachau,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Wagram,0,,AT,wagram,normalized_exact,1,AT-ORI-WAGRAM,AT,Niederösterreich,Wagram,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Weinviertel,0,,AT,weinviertel,normalized_exact,1,AT-ORI-WEINVIERTEL,AT,Niederösterreich,Weinviertel,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Weststeiermark,0,,AT,weststeiermark,normalized_exact,1,AT-ORI-WESTSTEIERMARK,AT,Steiermark,Weststeiermark,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Wien,0,,AT,wien,normalized_exact,1,AT-ORI-WIEN,AT,Wien,Wien,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Wiener Gemischter Satz,0,,AT,wiener gemischter satz,normalized_exact,1,AT-ORI-WIENER-GEMISCHTER-SATZ,AT,Wien,Wiener Gemischter Satz,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Adelaide Hills,0,,AU,adelaide hills,normalized_exact,1,AU-ORI-ADELAIDE-HILLS,AU,South Australia,Adelaide Hills,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Barossa Valley,0,,AU,barossa valley,normalized_exact,1,AU-ORI-BAROSSA-VALLEY,AU,South Australia,Barossa Valley,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Clare Valley,0,,AU,clare valley,normalized_exact,1,AU-ORI-CLARE-VALLEY,AU,South Australia,Clare Valley,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Coal River Valley,0,,AU,coal river valley,normalized_exact,1,AU-ORI-COAL-RIVER-VALLEY,AU,Tasmania,Coal River Valley,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Coonawarra,0,,AU,coonawarra,normalized_exact,1,AU-ORI-COONAWARRA,AU,South Australia,Coonawarra,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Eden Valley,0,,AU,eden valley,normalized_exact,1,AU-ORI-EDEN-VALLEY,AU,South Australia,Eden Valley,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Great Southern,0,,AU,great southern,normalized_exact,1,AU-ORI-GREAT-SOUTHERN,AU,Western Australia,Great Southern,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Heathcote,0,,AU,heathcote,normalized_exact,1,AU-ORI-HEATHCOTE,AU,Victoria,Heathcote,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Hunter Valley,0,,AU,hunter valley,normalized_exact,1,AU-ORI-HUNTER-VALLEY,AU,New South Wales,Hunter Valley,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Margaret River,0,,AU,margaret river,normalized_exact,1,AU-ORI-MARGARET-RIVER,AU,Western Australia,Margaret River,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,McLaren Vale,0,,AU,mclaren vale,normalized_exact,1,AU-ORI-MCLAREN-VALE,AU,South Australia,McLaren Vale,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Mornington Peninsula,0,,AU,mornington peninsula,normalized_exact,1,AU-ORI-MORNINGTON-PENINSULA,AU,Victoria,Mornington Peninsula,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Mount Barker,0,,AU,mount barker,normalized_exact,1,AU-ORI-MOUNT-BARKER,AU,Western Australia,Mount Barker,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Tamar Valley,0,,AU,tamar valley,normalized_exact,1,AU-ORI-TAMAR-VALLEY,AU,Tasmania,Tamar Valley,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Tasmania,0,,AU,tasmania,normalized_exact,1,AU-ORI-TASMANIA,AU,Tasmania,Tasmania,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Yarra Valley,0,,AU,yarra valley,normalized_exact,1,AU-ORI-YARRA-VALLEY,AU,Victoria,Yarra Valley,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Niagara Peninsula,0,,CA,niagara peninsula,normalized_exact,1,CA-ORI-NIAGARA-PENINSULA,CA,Ontario,Niagara Peninsula,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Okanagan Valley,0,,CA,okanagan valley,normalized_exact,1,CA-ORI-OKANAGAN-VALLEY,CA,British Columbia,Okanagan Valley,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Prince Edward County,0,,CA,prince edward county,normalized_exact,1,CA-ORI-PRINCE-EDWARD-COUNTY,CA,Ontario,Prince Edward County,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Aconcagua Valley,0,,CL,aconcagua valley,normalized_alias,0.99,CL-ORI-VALLE-DEL-ACONCAGUA,CL,Aconcagua,Valle del Aconcagua,appellation,Curated alias normalized to canonical value.
regions.csv,Casablanca Valley,0,,CL,casablanca valley,normalized_alias,0.99,CL-ORI-VALLE-DE-CASABLANCA,CL,Aconcagua,Valle de Casablanca,appellation,Curated alias normalized to canonical value.
regions.csv,Colchagua Valley,0,,CL,colchagua valley,normalized_alias,0.99,CL-ORI-VALLE-DE-COLCHAGUA,CL,Valle Central,Valle de Colchagua,appellation,Curated alias normalized to canonical value.
regions.csv,Itata Valley,0,,CL,itata valley,normalized_alias,0.99,CL-ORI-VALLE-DEL-ITATA,CL,Región Sur,Valle del Itata,appellation,Curated alias normalized to canonical value.
regions.csv,Limarí Valley,0,,CL,limari valley,normalized_alias,0.99,CL-ORI-VALLE-DEL-LIMARI,CL,Coquimbo,Valle del Limarí,appellation,Curated alias normalized to canonical value.
regions.csv,Maipo Valley,0,,CL,maipo valley,normalized_alias,0.99,CL-ORI-VALLE-DEL-MAIPO,CL,Valle Central,Valle del Maipo,appellation,Curated alias normalized to canonical value.
regions.csv,Maule Valley,0,,CL,maule valley,normalized_alias,0.99,CL-ORI-VALLE-DEL-MAULE,CL,Valle Central,Valle del Maule,appellation,Curated alias normalized to canonical value.
regions.csv,Aargau,0,,CH,aargau,normalized_exact,1,CH-ORI-AARGAU,CH,Aargau,Aargau,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Basel-Landschaft,0,,CH,basel landschaft,normalized_exact,1,CH-ORI-BASEL-LANDSCHAFT,CH,Basel-Landschaft,Basel-Landschaft,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Bielersee,0,,CH,bielersee,normalized_exact,1,CH-ORI-BIELERSEE,CH,Bielersee,Bielersee,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Calamin,0,,CH,calamin,normalized_exact,1,CH-ORI-CALAMIN,CH,Calamin,Calamin,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Chablais,0,,CH,chablais,normalized_exact,1,CH-ORI-CHABLAIS,CH,Chablais,Chablais,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Dézaley,0,,CH,dezaley,normalized_exact,1,CH-ORI-DEZALEY,CH,Dézaley,Dézaley,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Epesses,0,,CH,epesses,normalized_exact,1,CH-ORI-EPESSES,CH,Epesses,Epesses,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Geneva,0,,CH,geneva,normalized_alias,0.99,CH-ORI-GENEVE,CH,Genève,Genève,appellation,Curated alias normalized to canonical value.
regions.csv,Graubünden,0,,CH,graubunden,normalized_exact,1,CH-ORI-GRAUBUNDEN,CH,Graubünden,Graubünden,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,La Côte,0,,CH,la cote,normalized_exact,1,CH-ORI-LA-COTE,CH,La Côte,La Côte,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Lavaux,0,,CH,lavaux,normalized_exact,1,CH-ORI-LAVAUX,CH,Lavaux,Lavaux,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Neuchâtel,0,,CH,neuchatel,normalized_exact,1,CH-ORI-NEUCHATEL,CH,Neuchâtel,Neuchâtel,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Schaffhausen,0,,CH,schaffhausen,normalized_exact,1,CH-ORI-SCHAFFHAUSEN,CH,Schaffhausen,Schaffhausen,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,St. Gallen,0,,CH,saint gallen,normalized_exact,1,CH-ORI-SAINT-GALLEN,CH,St. Gallen,St. Gallen,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Thurgau,0,,CH,thurgau,normalized_exact,1,CH-ORI-THURGAU,CH,Thurgau,Thurgau,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Ticino,0,,CH,ticino,normalized_exact,1,CH-ORI-TICINO,CH,Ticino,Ticino,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Valais,0,,CH,valais,normalized_exact,1,CH-ORI-VALAIS,CH,Valais,Valais,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Vaud,0,,CH,vaud,normalized_exact,1,CH-ORI-VAUD,CH,Vaud,Vaud,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Vully,0,,CH,vully,normalized_exact,1,CH-ORI-VULLY,CH,Vully,Vully,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Yvorne,0,,CH,yvorne,normalized_exact,1,CH-ORI-YVORNE,CH,Yvorne,Yvorne,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Zürich,0,,CH,zurich,normalized_exact,1,CH-ORI-ZURICH,CH,Zürich,Zürich,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Ahr,0,,DE,ahr,normalized_exact,1,DE-ORI-AHR,DE,Ahr,Ahr,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Baden,0,,DE,baden,normalized_exact,1,DE-ORI-BADEN,DE,Baden,Baden,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Franken,0,,DE,franken,normalized_exact,1,DE-ORI-FRANKEN,DE,Franken,Franken,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Hessische Bergstraße,0,,DE,hessische bergstra e,normalized_exact,1,DE-ORI-HESSISCHE-BERGSTRA-E,DE,Hessische Bergstraße,Hessische Bergstraße,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Mittelrhein,0,,DE,mittelrhein,normalized_exact,1,DE-ORI-MITTELRHEIN,DE,Mittelrhein,Mittelrhein,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Mosel,0,,DE,mosel,normalized_exact,1,DE-ORI-MOSEL,DE,Mosel,Mosel,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Nahe,0,,DE,nahe,normalized_exact,1,DE-ORI-NAHE,DE,Nahe,Nahe,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Pfalz,0,,DE,pfalz,normalized_exact,1,DE-ORI-PFALZ,DE,Pfalz,Pfalz,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Rheingau,0,,DE,rheingau,normalized_exact,1,DE-ORI-RHEINGAU,DE,Rheingau,Rheingau,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Rheinhessen,0,,DE,rheinhessen,normalized_exact,1,DE-ORI-RHEINHESSEN,DE,Rheinhessen,Rheinhessen,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Saale-Unstrut,0,,DE,saale unstrut,normalized_exact,1,DE-ORI-SAALE-UNSTRUT,DE,Saale-Unstrut,Saale-Unstrut,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Sachsen,0,,DE,sachsen,normalized_exact,1,DE-ORI-SACHSEN,DE,Sachsen,Sachsen,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Württemberg,0,,DE,wurttemberg,normalized_exact,1,DE-ORI-WURTTEMBERG,DE,Württemberg,Württemberg,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Alicante,0,,ES,alicante,normalized_exact,1,ES-ORI-ALICANTE,ES,Comunitat Valenciana,Alicante,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Bierzo,0,,ES,bierzo,normalized_exact,1,ES-ORI-BIERZO,ES,Castilla y León,Bierzo,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Cava,0,,ES,cava,normalized_exact,1,ES-ORI-CAVA,ES,Spain,Cava,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Catalunya,0,,ES,catalunya,normalized_exact,1,ES-ORI-CATALUNYA,ES,Catalunya,Catalunya,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Jerez-Xérès-Sherry,0,,ES,jerez xeres sherry,normalized_exact,1,ES-ORI-JEREZ-XERES-SHERRY,ES,Andalucía,Jerez-Xérès-Sherry,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Jumilla,0,,ES,jumilla,normalized_exact,1,ES-ORI-JUMILLA,ES,Región de Murcia,Jumilla,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Montilla-Moriles,0,,ES,montilla moriles,normalized_exact,1,ES-ORI-MONTILLA-MORILES,ES,Andalucía,Montilla-Moriles,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Navarra,0,,ES,navarra,normalized_exact,1,ES-ORI-NAVARRA,ES,Navarra,Navarra,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Penedès,0,,ES,penedes,normalized_exact,1,ES-ORI-PENEDES,ES,Catalunya,Penedès,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Priorat,0,,ES,priorat,normalized_exact,1,ES-ORI-PRIORAT,ES,Catalunya,Priorat,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Rías Baixas,0,,ES,rias baixas,normalized_exact,1,ES-ORI-RIAS-BAIXAS,ES,Galicia,Rías Baixas,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Ribera del Duero,0,,ES,ribera del duero,normalized_exact,1,ES-ORI-RIBERA-DEL-DUERO,ES,Castilla y León,Ribera del Duero,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Ribeira Sacra,0,,ES,ribeira sacra,normalized_exact,1,ES-ORI-RIBEIRA-SACRA,ES,Galicia,Ribeira Sacra,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Rioja,0,,ES,rioja,normalized_exact,1,ES-ORI-RIOJA,ES,Rioja,Rioja,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Rueda,0,,ES,rueda,normalized_exact,1,ES-ORI-RUEDA,ES,Castilla y León,Rueda,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Somontano,0,,ES,somontano,normalized_exact,1,ES-ORI-SOMONTANO,ES,Aragón,Somontano,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Toro,0,,ES,toro,normalized_exact,1,ES-ORI-TORO,ES,Castilla y León,Toro,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Valdeorras,0,,ES,valdeorras,normalized_exact,1,ES-ORI-VALDEORRAS,ES,Galicia,Valdeorras,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Valencia,0,,ES,valencia,normalized_exact,1,ES-ORI-VALENCIA,ES,Comunitat Valenciana,Valencia,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Yecla,0,,ES,yecla,normalized_exact,1,ES-ORI-YECLA,ES,Región de Murcia,Yecla,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Alsace,0,,FR,alsace,normalized_exact,1,FR-ORI-ALSACE,FR,Alsace,Alsace,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Bandol,0,,FR,bandol,normalized_exact,1,FR-ORI-BANDOL,FR,Provence,Bandol,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Barsac,0,,FR,barsac,normalized_exact,1,FR-ORI-BARSAC,FR,Bordeaux,Barsac,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Banyuls,0,,FR,banyuls,normalized_exact,1,FR-ORI-BANYULS,FR,Languedoc-Roussillon,Banyuls,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Beaujolais,0,,FR,beaujolais,normalized_exact,1,FR-ORI-BEAUJOLAIS,FR,Beaujolais,Beaujolais,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Bordeaux,0,,FR,bordeaux,normalized_exact,1,FR-ORI-BORDEAUX,FR,Bordeaux,Bordeaux,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Bourgogne,0,,FR,bourgogne,normalized_exact,1,FR-ORI-BOURGOGNE,FR,Bourgogne,Bourgogne,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Cassis,0,,FR,cassis,normalized_exact,1,FR-ORI-CASSIS,FR,Provence,Cassis,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Chablis,0,,FR,chablis,normalized_exact,1,FR-ORI-CHABLIS,FR,Bourgogne,Chablis,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Champagne,0,,FR,champagne,normalized_exact,1,FR-ORI-CHAMPAGNE,FR,Champagne,Champagne,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Châteauneuf-du-Pape,0,,FR,chateauneuf du pape,normalized_exact,1,FR-ORI-CHATEAUNEUF-DU-PAPE,FR,Vallée du Rhône,Châteauneuf-du-Pape,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Chinon,0,,FR,chinon,normalized_exact,1,FR-ORI-CHINON,FR,Loire Valley,Chinon,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Collioure,0,,FR,collioure,normalized_exact,1,FR-ORI-COLLIOURE,FR,Languedoc-Roussillon,Collioure,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Condrieu,0,,FR,condrieu,normalized_exact,1,FR-ORI-CONDRIEU,FR,Vallée du Rhône,Condrieu,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Cornas,0,,FR,cornas,normalized_exact,1,FR-ORI-CORNAS,FR,Vallée du Rhône,Cornas,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Corbières,0,,FR,corbieres,normalized_exact,1,FR-ORI-CORBIERES,FR,Languedoc-Roussillon,Corbières,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Côte Chalonnaise,0,,FR,cote chalonnaise,normalized_exact,1,FR-REG-COTE-CHALONNAISE,FR,Côte Chalonnaise,,region,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Côte de Beaune,0,,FR,cote de beaune,normalized_exact,1,FR-REG-COTE-DE-BEAUNE,FR,Côte de Beaune,,region,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Côte de Nuits,0,,FR,cote de nuits,normalized_exact,1,FR-REG-COTE-DE-NUITS,FR,Côte de Nuits,,region,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Côte-Rôtie,0,,FR,cote rotie,normalized_exact,1,FR-ORI-COTE-ROTIE,FR,Vallée du Rhône,Côte-Rôtie,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Côtes du Rhône,0,,FR,cotes du rhone,normalized_exact,1,FR-ORI-COTES-DU-RHONE,FR,Vallée du Rhône,Côtes du Rhône,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Crozes-Hermitage,0,,FR,crozes hermitage,normalized_exact,1,FR-ORI-CROZES-HERMITAGE,FR,Vallée du Rhône,Crozes-Hermitage,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Faugères,0,,FR,faugeres,normalized_exact,1,FR-ORI-FAUGERES,FR,Languedoc-Roussillon,Faugères,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Gigondas,0,,FR,gigondas,normalized_exact,1,FR-ORI-GIGONDAS,FR,Vallée du Rhône,Gigondas,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Graves,0,,FR,graves,normalized_exact,1,FR-ORI-GRAVES,FR,Bordeaux,Graves,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Haut-Médoc,0,,FR,haut medoc,normalized_exact,1,FR-ORI-HAUT-MEDOC,FR,Bordeaux,Haut-Médoc,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Hermitage,0,,FR,hermitage,normalized_exact,1,FR-ORI-HERMITAGE,FR,Vallée du Rhône,Hermitage,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Jura,0,,FR,jura,normalized_exact,1,FR-REG-JURA,FR,Jura,,region,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Languedoc,0,,FR,languedoc,normalized_exact,1,FR-ORI-LANGUEDOC,FR,Languedoc-Roussillon,Languedoc,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Limoux,0,,FR,limoux,normalized_exact,1,FR-ORI-LIMOUX,FR,Languedoc-Roussillon,Limoux,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Lirac,0,,FR,lirac,normalized_exact,1,FR-ORI-LIRAC,FR,Vallée du Rhône,Lirac,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Listrac-Médoc,0,,FR,listrac medoc,normalized_exact,1,FR-ORI-LISTRAC-MEDOC,FR,Bordeaux,Listrac-Médoc,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Loire Valley,0,,FR,loire valley,normalized_exact,1,FR-REG-LOIRE-VALLEY,FR,Loire Valley,,region,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Mâconnais,0,,FR,maconnais,normalized_exact,1,FR-REG-MACONNAIS,FR,Mâconnais,,region,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Margaux,0,,FR,margaux,normalized_exact,1,FR-ORI-MARGAUX,FR,Bordeaux,Margaux,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Maury,0,,FR,maury,normalized_exact,1,FR-ORI-MAURY,FR,Languedoc-Roussillon,Maury,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Médoc,0,,FR,medoc,normalized_exact,1,FR-ORI-MEDOC,FR,Bordeaux,Médoc,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
regions.csv,Minervois-La Livinière,0,,FR,minervois la liviniere,normalized_exact,1,FR-ORI-MINERVOIS-LA-LIVINIERE,FR,Languedoc-Roussillon,Minervois-La Livinière,appellation,"Accent, punctuation, whitespace and legal suffixes normalized."
